document_id,posting_date,cost_center,vendor,amount
12530,2024-10-29,Finance,VEND1,4978
12531,2024-10-03,Marketing,VEND3,4250
12532,2024-03-27,Marketing,VEND3,-4795
12533,2024-10-20,Finance,VEND3,-1914
12534,2024-04-13,HR,VEND1,-1246
12535,2024-05-08,Marketing,VEND2,2046
12536,2024-04-30,Sales,VEND1,-3464
12537,2024-04-16,Sales,VEND1,266
12538,2024-05-11,HR,VEND2,370
12539,2024-04-17,Finance,VEND1,-4289
12540,2024-08-17,IT,VEND1,4913
12541,2024-05-31,IT,VEND2,-1043
12542,2024-10-05,IT,VEND3,-939
12543,2024-04-30,Sales,VEND3,-3998
12544,2024-04-15,Finance,VEND3,2847
12545,2024-12-06,Finance,VEND2,-226
12546,2024-09-12,Marketing,VEND2,-1340
12547,2024-11-06,HR,VEND2,3778
12548,2024-11-19,Sales,VEND1,431
12549,2024-10-12,Sales,VEND3,3665
12550,2024-08-25,IT,VEND3,1371
12551,2024-03-31,HR,VEND2,3473
12552,2024-05-25,Marketing,VEND2,23
12553,2024-03-22,IT,VEND1,-4748
12554,2024-03-10,Finance,VEND3,-702
12555,2024-06-28,Marketing,VEND1,4724
12556,2024-09-10,HR,VEND3,2562
12557,2024-01-23,Marketing,VEND2,-3560
12558,2024-06-08,IT,VEND1,-1621
12559,2024-03-01,Marketing,VEND3,-388
12560,2024-09-08,Marketing,VEND1,-1139
12561,2024-11-17,Sales,VEND2,1811
12562,2024-10-21,IT,VEND2,4038
12563,2024-02-06,IT,VEND3,-750
12564,2024-11-12,Sales,VEND3,-893
12565,2024-10-12,Marketing,VEND3,-1489
12566,2024-05-15,IT,VEND3,638
12567,2024-12-01,HR,VEND1,-479
12568,2024-04-24,Marketing,VEND2,-3324
12569,2024-05-19,IT,VEND2,-4431
12570,2024-11-08,Finance,VEND3,-1322
12571,2024-03-17,Marketing,VEND2,3932
12572,2024-02-11,HR,VEND1,-3584
12573,2024-06-08,IT,VEND3,-1155
12574,2024-08-29,Finance,VEND1,-1011
12575,2024-02-14,HR,VEND1,94803
12576,2024-12-04,Marketing,VEND3,2430
12577,2024-10-07,Sales,VEND1,-4081
12578,2024-09-10,Finance,VEND1,425
12579,2024-01-20,HR,VEND2,673
12580,2024-06-21,Sales,VEND1,2200
12581,2024-03-24,Finance,VEND3,916
12582,2024-04-05,HR,VEND3,1220
12583,2024-03-12,Sales,VEND2,4608
12584,2024-06-17,IT,VEND2,656
12585,2024-09-26,Finance,VEND1,-3949
12586,2024-10-17,Marketing,VEND2,1032
12587,2024-04-05,Sales,VEND1,2107
12588,2024-05-11,Sales,VEND1,-1593
12589,2024-11-10,IT,VEND1,3218
12590,2024-11-12,HR,VEND1,-2176
12591,2024-05-13,Finance,VEND3,543
12592,2024-02-02,Finance,VEND3,-2760
12593,2024-04-05,HR,VEND1,-4006
12594,2024-08-21,HR,VEND3,1804
12595,2024-10-23,HR,VEND1,-2737
12596,2024-04-29,HR,VEND2,-3186
12597,2024-04-21,IT,VEND2,-457
12598,2024-09-07,IT,VEND2,714
12599,2024-12-14,HR,VEND1,78
12600,2024-07-13,Marketing,VEND2,4838
12601,2024-10-15,Sales,VEND2,-2940
12602,2024-07-27,Finance,VEND1,899
12603,2024-11-13,HR,VEND1,-399
12604,2024-09-20,Marketing,VEND2,-787
12605,2024-11-13,HR,VEND1,632
12606,2024-05-25,Marketing,VEND3,-3571
12607,2024-10-22,Marketing,VEND3,4016
12608,2024-05-21,Finance,VEND3,-3141
12609,2024-01-03,Finance,VEND3,-4008
12610,2024-09-08,HR,VEND2,1804
12611,2024-11-24,Finance,VEND3,-4411
12612,2024-10-06,HR,VEND2,-4978
12613,2024-05-23,Marketing,VEND2,1660
12614,2024-05-03,IT,VEND1,1856
12615,2024-10-24,HR,VEND3,2518
12616,2024-03-18,Marketing,VEND2,4104
12617,2024-04-07,Finance,VEND1,791
12618,2024-05-01,Finance,VEND1,1815
12619,2024-08-05,Sales,VEND3,-2194
12620,2024-06-13,HR,VEND1,313
12621,2024-03-03,IT,VEND1,-4451
12622,2024-04-02,HR,VEND2,-3164
12623,2024-07-02,IT,VEND2,-3831
12624,2024-04-28,HR,VEND3,-4097
12625,2024-08-21,Sales,VEND2,3754
12626,2024-12-05,Finance,VEND2,677
12627,2024-08-20,Marketing,VEND1,1347
12628,2024-08-17,HR,VEND1,177
12629,2024-11-13,HR,VEND1,-3176
12630,2024-07-10,IT,VEND3,-1820
12631,2024-05-21,IT,VEND1,4776
12632,2024-06-11,HR,VEND1,2954
12633,2024-09-14,HR,VEND3,2357
12634,2024-04-09,Sales,VEND3,4215
12635,2024-05-19,Marketing,VEND2,-3183
12636,2024-07-15,Marketing,VEND2,4037
12637,2024-11-14,HR,VEND2,3402
12638,2024-06-16,Sales,VEND2,1329
12639,2024-06-07,Marketing,VEND2,1120
12640,2024-09-19,Sales,VEND3,-3605
12641,2024-07-09,HR,VEND1,1174
12642,2024-09-10,IT,VEND3,-946
12643,2024-05-29,Finance,VEND2,158
12644,2024-03-22,Marketing,VEND3,-1289
12645,2024-06-17,Finance,VEND1,-933
12646,2024-05-14,Sales,VEND3,-1878
12647,2024-02-29,IT,VEND3,1103
12648,2024-10-31,Marketing,VEND1,-1004
12649,2024-08-28,HR,VEND1,3672
12650,2024-07-07,Sales,VEND2,-3168
12651,2024-04-08,IT,VEND2,1760
12652,2024-08-19,HR,VEND3,-4411
12653,2024-11-24,Sales,VEND2,1647
12654,2024-12-18,Sales,VEND1,4091
12655,2024-06-01,Finance,VEND1,-4774
12656,2024-12-18,HR,VEND1,100978
12657,2024-06-15,Sales,VEND1,1169
12658,2024-03-18,IT,VEND1,-820
12659,2024-12-02,Marketing,VEND2,472
12660,2024-04-09,Marketing,VEND3,3125
12661,2024-01-10,HR,VEND3,-3531
12662,2024-07-04,IT,VEND2,1606
12663,2024-04-26,Finance,VEND2,-1444
12664,2024-04-03,Finance,VEND3,678
12665,2024-09-06,Marketing,VEND2,733
12666,2024-02-01,Finance,VEND1,4420
12667,2024-11-09,Marketing,VEND3,-1907
12668,2024-09-07,Sales,VEND1,688
12669,2024-03-13,HR,VEND2,-1074
12670,2024-09-01,Marketing,VEND1,-2011
12671,2024-08-22,Finance,VEND3,146577
12672,2024-12-26,IT,VEND2,1740
12673,2024-05-29,Sales,VEND3,-3515
12674,2024-01-26,Finance,VEND3,4872
12675,2024-07-23,HR,VEND1,-4686
12676,2024-03-04,HR,VEND2,-4462
12677,2024-01-27,HR,VEND3,941
12678,2024-11-03,HR,VEND3,1785
12679,2024-05-02,Sales,VEND1,4356
12680,2024-06-04,IT,VEND2,1205
12681,2024-11-11,Finance,VEND3,-2213
12682,2024-04-15,HR,VEND3,2736
12683,2024-09-07,Marketing,VEND2,2454
12684,2024-08-04,IT,VEND2,-1025
12685,2024-12-15,IT,VEND1,-1538
12686,2024-04-21,Marketing,VEND3,3567
12687,2024-11-24,Marketing,VEND3,-3250
12688,2024-11-22,HR,VEND1,4917
12689,2024-02-27,Marketing,VEND3,-2740
12690,2024-08-19,Sales,VEND1,-538
12691,2024-09-08,IT,VEND3,4519
12692,2024-09-21,HR,VEND2,4132
12693,2024-06-29,IT,VEND3,2699
12694,2024-11-16,Finance,VEND3,-1746
12695,2024-07-01,HR,VEND1,4132
12696,2024-06-28,Marketing,VEND3,-3295
12697,2024-09-06,Finance,VEND2,-1144
12698,2024-03-04,Marketing,VEND2,-4798
12699,2024-10-03,HR,VEND3,-3911
12700,2024-12-20,Finance,VEND1,653
12701,2024-01-31,Sales,VEND2,3418
12702,2024-01-08,Sales,VEND3,2372
12703,2024-09-15,HR,VEND1,2570
12704,2024-11-27,IT,VEND3,-1770
12705,2024-07-24,IT,VEND2,-1737
12706,2024-03-11,Sales,VEND3,3315
12707,2024-12-07,HR,VEND2,2967
12708,2024-09-28,HR,VEND1,789
12709,2024-09-20,Sales,VEND3,3611
12710,2024-05-13,Marketing,VEND2,2455
12711,2024-08-30,HR,VEND1,2788
12712,2024-12-07,IT,VEND1,2521
12713,2024-08-04,Marketing,VEND1,1595
12714,2024-09-12,Marketing,VEND3,366
12715,2024-12-09,Finance,VEND1,1470
12716,2024-04-07,Marketing,VEND3,2865
12717,2024-12-27,Finance,VEND2,-3608
12718,2024-02-03,Sales,VEND1,-3131
12719,2024-05-31,HR,VEND2,-1922
12720,2024-08-26,Finance,VEND1,2664
12721,2024-05-04,Sales,VEND1,-2775
12722,2024-06-22,Marketing,VEND3,-2281
12723,2024-04-04,HR,VEND3,-2796
12724,2024-08-08,HR,VEND2,850
12725,2024-02-05,Marketing,VEND3,3146
12726,2024-04-25,Finance,VEND1,-2359
12727,2024-05-20,Sales,VEND2,-4739
12728,2024-07-31,IT,VEND3,436
12729,2024-01-28,IT,VEND2,1962
12730,2024-04-26,HR,VEND2,4174
12731,2024-07-16,Marketing,VEND1,-2815
12732,2024-10-23,Sales,VEND3,3464
12733,2024-05-21,Marketing,VEND3,1913
12734,2024-11-28,IT,VEND3,1537
12735,2024-03-18,IT,VEND2,288
12736,2024-07-08,IT,VEND3,-423
12737,2024-02-19,Sales,VEND1,-2958
12738,2024-07-31,HR,VEND2,4850
12739,2024-08-10,Finance,VEND3,-4742
12740,2024-01-22,Sales,VEND2,-2323
12741,2024-02-10,Sales,VEND2,346
12742,2024-05-21,Marketing,VEND2,3684
12743,2024-11-24,Sales,VEND1,3920
12744,2024-07-05,IT,VEND3,4534
12745,2024-12-28,HR,VEND3,-2834
12746,2024-01-01,IT,VEND1,3277
12747,2024-09-26,IT,VEND3,4230
12748,2024-02-15,IT,VEND2,-4521
12749,2024-01-12,Marketing,VEND2,-4689
12750,2024-06-14,IT,VEND3,4430
12751,2024-09-13,IT,VEND2,4797
12752,2024-08-09,Sales,VEND3,3050
12753,2024-05-01,Finance,VEND2,-2911
12754,2024-04-26,IT,VEND2,-1045
12755,2024-04-21,Finance,VEND2,1997
12756,2024-04-22,HR,VEND3,-1535
12757,2024-06-07,Marketing,VEND2,4992
12758,2024-03-03,Marketing,VEND2,-3745
12759,2024-12-03,HR,VEND1,2606
12760,2024-12-02,Marketing,VEND2,804
12761,2024-05-09,Finance,VEND1,-1307
12762,2024-05-20,Marketing,VEND3,-3816
12763,2024-12-30,Finance,VEND2,3863
12764,2024-12-05,HR,VEND2,1541
12765,2024-09-12,IT,VEND3,322
12766,2024-09-25,Marketing,VEND1,4934
12767,2024-07-14,Marketing,VEND2,3911
12768,2024-09-28,HR,VEND1,648
12769,2024-07-07,HR,VEND1,-1989
12770,2024-07-12,Sales,VEND3,2025
12771,2024-04-08,HR,VEND3,995
12772,2024-11-02,Finance,VEND2,2892
12773,2024-08-23,IT,VEND2,-1208
12774,2024-12-08,Finance,VEND2,3571
12775,2024-03-24,Marketing,VEND1,4074
12776,2024-04-27,Marketing,VEND2,-1525
12777,2024-03-17,Finance,VEND2,3995
12778,2024-01-05,HR,VEND2,138
12779,2024-05-10,Finance,VEND3,-163
12780,2024-03-14,IT,VEND2,4557
12781,2024-04-01,IT,VEND1,-546
12782,2024-02-16,Finance,VEND1,121268
12783,2024-02-01,IT,VEND2,2411
12784,2024-03-03,Sales,VEND3,2705
12785,2024-04-09,HR,VEND2,-1903
12786,2024-06-14,IT,VEND3,3788
12787,2024-10-06,IT,VEND3,-1682
12788,2024-01-21,Finance,VEND1,1744
12789,2024-06-12,Sales,VEND1,4576
12790,2024-04-18,IT,VEND3,2812
12791,2024-01-19,IT,VEND1,3335
12792,2024-10-30,Marketing,VEND1,2321
12793,2024-04-08,IT,VEND2,3474
12794,2024-09-11,Marketing,VEND3,-133
12795,2024-01-30,Finance,VEND1,3337
12796,2024-09-07,IT,VEND2,-1606
12797,2024-03-22,Finance,VEND1,-2217
12798,2024-04-01,HR,VEND2,3827
12799,2024-12-05,Finance,VEND2,2630
12800,2024-10-10,HR,VEND2,1828
12801,2024-09-08,Marketing,VEND3,3011
12802,2024-06-01,HR,VEND1,3175
12803,2024-08-13,Sales,VEND2,-4051
12804,2024-03-22,HR,VEND1,1174
12805,2024-07-04,Marketing,VEND3,4229
12806,2024-03-07,Finance,VEND3,1444
12807,2024-02-04,Finance,VEND2,-3863
12808,2024-11-22,HR,VEND2,3877
12809,2024-12-15,IT,VEND1,98
12810,2024-11-25,IT,VEND2,1143
12811,2024-08-17,Marketing,VEND2,536
12812,2024-09-20,Marketing,VEND3,3514
12813,2024-08-03,Marketing,VEND2,1574
12814,2024-10-05,Sales,VEND2,-687
12815,2024-09-06,Finance,VEND1,-993
12816,2024-06-09,Marketing,VEND3,4573
12817,2024-06-15,IT,VEND2,4992
12818,2024-06-17,HR,VEND1,4247
12819,2024-11-17,IT,VEND2,-3272
12820,2024-05-22,IT,VEND1,4402
12821,2024-03-11,Finance,VEND2,665
12822,2024-06-22,Sales,VEND2,4023
12823,2024-07-29,Marketing,VEND3,3514
12824,2024-07-11,IT,VEND2,2699
12825,2024-07-16,Marketing,VEND3,-2863
12826,2024-08-06,Finance,VEND2,614
12827,2024-04-07,Sales,VEND2,3022
12828,2024-06-21,Sales,VEND3,4155
12829,2024-11-22,Sales,VEND2,3886
12830,2024-04-23,Marketing,VEND3,3531
12831,2024-06-22,Finance,VEND1,3843
12832,2024-01-12,Sales,VEND3,-3604
12833,2024-10-14,Sales,VEND1,-3812
12834,2024-04-27,Marketing,VEND1,-2718
12835,2024-08-04,Finance,VEND1,-3142
12836,2024-01-25,HR,VEND2,-933
12837,2024-06-25,Marketing,VEND2,-303
12838,2024-06-26,Finance,VEND2,-734
12839,2024-03-02,Finance,VEND3,52
12840,2024-09-23,Finance,VEND2,-3225
12841,2024-03-29,HR,VEND2,4123
12842,2024-01-03,HR,VEND2,-44
12843,2024-01-11,Finance,VEND2,-692
12844,2024-10-01,Sales,VEND2,-959
12845,2024-12-04,HR,VEND1,-2497
12846,2024-02-29,IT,VEND2,-3347
12847,2024-03-22,Sales,VEND1,4880
12848,2024-08-26,Sales,VEND3,2346
12849,2024-04-26,Sales,VEND2,2197
12850,2024-03-03,HR,VEND3,1097
12851,2024-12-21,Sales,VEND2,-687
12852,2024-10-06,Sales,VEND1,1900
12853,2024-07-21,HR,VEND3,2094
12854,2024-04-04,IT,VEND2,-4541
12855,2024-05-17,Marketing,VEND1,-2126
12856,2024-01-26,Finance,VEND2,4927
12857,2024-02-26,HR,VEND1,106484
12858,2024-06-20,HR,VEND2,-2042
12859,2024-12-04,IT,VEND2,474
12860,2024-03-15,Sales,VEND2,-3605
12861,2024-12-27,Finance,VEND2,4432
12862,2024-01-15,Marketing,VEND1,3523
12863,2024-07-17,HR,VEND2,-4046
12864,2024-12-03,Sales,VEND2,4310
12865,2024-12-10,Marketing,VEND3,4006
12866,2024-03-28,Sales,VEND2,1424
12867,2024-10-04,Marketing,VEND2,1777
12868,2024-04-25,Sales,VEND3,-2073
12869,2024-11-23,Sales,VEND1,4159
12870,2024-06-12,IT,VEND1,-547
12871,2024-09-24,Sales,VEND1,-1434
12872,2024-07-01,HR,VEND3,-100
12873,2024-12-05,Finance,VEND2,4119
12874,2024-03-19,Finance,VEND3,4235
12875,2024-03-06,Sales,VEND1,1529
12876,2024-12-27,Finance,VEND2,1714
12877,2024-06-10,Finance,VEND1,3594
12878,2024-03-23,IT,VEND3,2635
12879,2024-10-23,Sales,VEND1,3756
12880,2024-02-07,Marketing,VEND2,1594
12881,2024-03-02,IT,VEND2,990
12882,2024-12-21,Marketing,VEND1,-3807
12883,2024-02-01,Marketing,VEND2,-1194
12884,2024-05-16,Sales,VEND3,3906
12885,2024-06-17,Finance,VEND3,1206
12886,2024-05-30,Sales,VEND1,-4837
12887,2024-10-25,Finance,VEND1,3696
12888,2024-02-13,Finance,VEND3,-261
12889,2024-08-19,Finance,VEND3,-3011
12890,2024-10-03,Sales,VEND3,-1444
12891,2024-02-14,Finance,VEND3,388
12892,2024-09-16,IT,VEND3,-3928
12893,2024-11-04,Sales,VEND3,-1415
12894,2024-01-01,HR,VEND2,3281
12895,2024-07-20,Marketing,VEND3,-3776
12896,2024-12-06,IT,VEND3,2456
12897,2024-03-31,Finance,VEND1,90672
12898,2024-06-27,Finance,VEND1,3979
12899,2024-12-26,HR,VEND1,3962
12900,2024-12-15,Marketing,VEND3,1065
12901,2024-09-03,IT,VEND1,-2521
12902,2024-08-25,HR,VEND2,4891
12903,2024-01-21,HR,VEND1,-4904
12904,2024-11-09,IT,VEND2,-3787
12905,2024-08-08,Sales,VEND1,-2438
12906,2024-05-16,Marketing,VEND1,952
12907,2024-09-14,HR,VEND2,2181
12908,2024-10-02,Finance,VEND1,4362
12909,2024-08-02,IT,VEND3,-2239
12910,2024-09-19,Sales,VEND3,-4588
12911,2024-05-20,Marketing,VEND3,-4356
12912,2024-10-31,Finance,VEND1,-1847
12913,2024-04-23,IT,VEND2,22
12914,2024-05-17,HR,VEND3,-1891
12915,2024-11-09,HR,VEND2,3426
12916,2024-01-27,IT,VEND1,3223
12917,2024-03-08,HR,VEND2,3933
12918,2024-05-23,Sales,VEND1,3737
12919,2024-02-05,Sales,VEND2,2555
12920,2024-08-10,HR,VEND3,87680
12921,2024-02-01,Finance,VEND1,-966
12922,2024-11-30,HR,VEND3,1176
12923,2024-07-26,Finance,VEND2,1730
12924,2024-06-02,Sales,VEND1,2869
12925,2024-08-25,IT,VEND1,-2428
12926,2024-10-25,Marketing,VEND1,2525
12927,2024-09-15,Sales,VEND2,2214
12928,2024-07-11,Sales,VEND3,4383
12929,2024-02-29,Finance,VEND1,-2344
12930,2024-01-01,HR,VEND3,-1169
12931,2024-11-09,HR,VEND2,4678
12932,2024-03-14,Finance,VEND1,-4452
12933,2024-12-30,HR,VEND1,-2084
12934,2024-05-23,HR,VEND3,-2038
12935,2024-01-14,Marketing,VEND1,-4679
12936,2024-01-26,IT,VEND3,-4117
12937,2024-04-25,HR,VEND3,3449
12938,2024-06-24,HR,VEND1,-4675
12939,2024-10-07,Sales,VEND2,4203
12940,2024-01-20,IT,VEND3,2776
12941,2024-05-14,Sales,VEND3,-2710
12942,2024-09-18,HR,VEND1,-1433
12943,2024-11-25,IT,VEND1,-720
12944,2024-08-14,Finance,VEND1,-810
12945,2024-04-28,HR,VEND3,-3625
12946,2024-11-29,Marketing,VEND3,-1991
12947,2024-02-17,HR,VEND2,-531
12948,2024-01-31,Marketing,VEND2,3289
12949,2024-11-13,HR,VEND2,4944
12950,2024-11-19,HR,VEND3,-3663
12951,2024-09-20,Marketing,VEND3,-406
12952,2024-04-05,HR,VEND3,-364
12953,2024-07-05,IT,VEND3,-1924
12954,2024-06-18,IT,VEND1,1042
12955,2024-09-02,HR,VEND3,4898
12956,2024-01-21,Marketing,VEND2,4532
12957,2024-02-13,Finance,VEND1,4061
12958,2024-11-13,Sales,VEND2,-722
12959,2024-07-18,Finance,VEND3,-3769
12960,2024-08-27,Marketing,VEND1,1317
12961,2024-01-07,Finance,VEND1,-2323
12962,2024-07-09,Finance,VEND1,-1460
12963,2024-03-12,HR,VEND1,4556
12964,2024-11-15,HR,VEND1,3225
12965,2024-03-28,Marketing,VEND1,-2702
12966,2024-06-02,HR,VEND2,-1285
12967,2024-11-19,Marketing,VEND3,-3376
12968,2024-02-10,Marketing,VEND2,-4152
12969,2024-02-12,Finance,VEND3,-334
12970,2024-02-07,Marketing,VEND1,919
12971,2024-06-25,IT,VEND1,-3125
12972,2024-11-04,IT,VEND1,-1487
12973,2024-02-29,Sales,VEND2,4772
12974,2024-06-07,Sales,VEND1,-4892
12975,2024-11-21,IT,VEND3,-2774
12976,2024-09-20,IT,VEND1,-3150
12977,2024-04-04,HR,VEND2,-546
12978,2024-10-19,Finance,VEND1,505
12979,2024-09-24,Marketing,VEND1,858
12980,2024-08-16,Finance,VEND1,1415
12981,2024-03-14,HR,VEND3,2108
12982,2024-10-11,Marketing,VEND1,-2237
12983,2024-04-20,Sales,VEND1,-1702
12984,2024-03-27,HR,VEND2,-2512
12985,2024-04-09,IT,VEND2,1511
12986,2024-12-17,Finance,VEND1,1093
12987,2024-08-15,IT,VEND1,4857
12988,2024-08-01,Finance,VEND3,-1530
12989,2024-03-14,Marketing,VEND1,3649
12990,2024-03-20,Marketing,VEND3,554
12991,2024-02-11,Marketing,VEND3,-2323
12992,2024-02-09,HR,VEND3,293
12993,2024-10-28,HR,VEND3,-2782
12994,2024-04-24,Finance,VEND3,-3259
12995,2024-08-05,HR,VEND1,-2062
12996,2024-04-08,IT,VEND3,607
12997,2024-07-14,HR,VEND3,-3360
12998,2024-04-10,HR,VEND1,2744
12999,2024-03-02,Sales,VEND2,4404
